index,w1,w2,count1,count2,total1,total2,isDuplicate
,american indian or alaska native,white,34.0,1403.0,466566.0,466566.0,0.0
,"14,15","9,17",5.0,1.0,223379.0,223379.0,0.0
155.0,co,co,835.0,1390.0,374362.0,374362.0,1.0
1163.0,labrador retriever cross,labrador retriever cross,13.0,167.0,82545.0,82545.0,1.0
,951,570,2.0,15.0,10001.0,10001.0,0.0
417.0,al,al,845.0,1432.0,374362.0,374362.0,1.0
745.0,"partner - fragomen, del rey, bernsen & loewy llp","partner - fragomen, del rey, bernsen & loewy, llp",26.0,39.0,374362.0,374362.0,1.0
3788.0,morphological id by res. associate,morphological id b. res. associate,104.0,1.0,513373.0,513373.0,1.0
,macedonia,zimbabwe,31.0,82.0,374362.0,374362.0,0.0
4260.0,silver/white,silver & white,7.0,3.0,82545.0,82545.0,1.0
,monterrey uberxl,ibagué,151.0,12.0,90287.0,90287.0,0.0
,15h,03c,1.0,124.0,399918.0,399918.0,0.0
,south sudan,united states,1.0,1.0,155.0,155.0,0.0
,q23framestruts,q10industry,1.0,21.0,452.0,452.0,0.0
,smoothed,smoothed 5-year,3.0,4.0,2720.0,2720.0,0.0
217.0,new mexico,nm,208.0,321.0,374362.0,374362.0,1.0
4433.0,majestic theater,majestic theatre,40.0,58.0,806179.0,806179.0,1.0
,952,720,1246.0,793.0,61281.0,61281.0,0.0
,ci,bs,5.0,10.0,2483304.0,2483304.0,0.0
,bahamas,czech republic,390.0,770.0,68023.0,68023.0,0.0
,egypt,portugal,2388.0,1839.0,515738.0,515738.0,0.0
54.0,de,de,28.0,5.0,374362.0,374362.0,1.0
,social_protection,food_and_non_alcoholic_beverages,539.0,5520.0,100048.0,100048.0,0.0
,austria,portugal,3.0,3.0,73.0,73.0,0.0
179.0,ks,ks,480.0,877.0,374362.0,374362.0,1.0
,"3,9","43,44",18.0,9.0,223379.0,223379.0,0.0
,latin america & caribbean,syrian arab republic,1519.0,1519.0,401016.0,401016.0,0.0
,alt-fun-scene-nyc,zorkas-profitmakers,17.0,11.0,5807.0,5807.0,0.0
,forest park,gresham - hollybrook,112.0,2.0,61497.0,61497.0,0.0
,519,152,15.0,17.0,10001.0,10001.0,0.0
,canada,kazakhstan,7894.0,281.0,515738.0,515738.0,0.0
,cols,cast,250569.0,151628.0,9971582.0,9971582.0,0.0
212.0,nh,new hampshire,519.0,324.0,374362.0,374362.0,1.0
,poison,fighting,34.0,25.0,801.0,801.0,0.0
4435.0,palace of arts (bela bartók national concert hall),palace of arts  (bela bartók national concert hall),10.0,28.0,806179.0,806179.0,1.0
,legal services,architectural and engineering,1167.0,1785.0,346018.0,346018.0,0.0
,mn,ga,112.0,64.0,2720.0,2720.0,0.0
,ecu,rus,134.0,137.0,21477.0,21477.0,0.0
13.0,mth,month,7.0,123.0,374362.0,374362.0,1.0
,ut,me,7575.0,7384.0,403984.0,403984.0,0.0
,oh,az,29483.0,21594.0,943111.0,943111.0,0.0
,"6,17","2,9",19.0,22.0,225363.0,225363.0,0.0
735.0,owner/partner,owner / partner,2.0,3.0,374362.0,374362.0,1.0
,96266-0041,00822-3235,2.0,1.0,1973.0,1973.0,0.0
,mosel,fruška gora,1039.0,3.0,129971.0,129971.0,0.0
,fl,ak,48.0,32.0,2720.0,2720.0,0.0
,ut,ks,15.0,15.0,626.0,626.0,0.0
78.0,ma,ma,8105.0,4048.0,374362.0,374362.0,1.0
,hillside,marshall park,57.0,29.0,63279.0,63279.0,0.0
,pugnitello,monastrell,3.0,150.0,150930.0,150930.0,0.0
,"6,16,28","1,13",1.0,1.0,191325.0,191325.0,0.0
3829.0,computer softwarecomputer/it services,"computer software, computer/it services",16.0,22.0,22000.0,22000.0,1.0
,tonyelumelufdn,codebridge,2622.0,62.0,24933.0,24933.0,0.0
,securities lending fees,dividend income,1.0,1.0,280.0,280.0,0.0
,pacific heights,sunset/parkside,8508.0,10207.0,198900.0,198900.0,0.0
,athens,bratislava,1938.0,1067.0,125527.0,125527.0,0.0
,hong kong,british virgin islands;isle of man,4.0,9.0,2031.0,2031.0,0.0
,i-identifier,b-systematic,84.0,6816.0,662207.0,662207.0,0.0
,uganda,tajikistan,46.0,26.0,9237.0,9237.0,0.0
,a1050000007r6of,a105000000587jl,6.0,78.0,4861.0,4861.0,0.0
3838.0,"columbus, oh","columbus, oh 43215",3.0,2.0,22000.0,22000.0,1.0
,610,1,713.0,3.0,61497.0,61497.0,0.0
,uruguay,reunion,6567.0,94.0,884244.0,884244.0,0.0
,bahamas,5,390.0,17.0,61626.0,61626.0,0.0
,96932-0204,96950-0006,1.0,1.0,1973.0,1973.0,0.0
,21,711,1.0,1454.0,59853.0,59853.0,0.0
,hl,rd,1.0,389.0,198900.0,198900.0,0.0
,northwest,ardenwald,1770.0,47.0,73590.0,73590.0,0.0
,pharmaceuticals,home furnishings,10.0,1.0,505.0,505.0,0.0
,central african republic,colombia,46.0,46.0,9234.0,9234.0,0.0
,united republic of tanzania: zanzibar,greece,208.0,368.0,72485.0,72485.0,0.0
,western heritage awards,image awards,2.0,1.0,331.0,331.0,0.0
4163.0,black/red,red/black,15.0,22.0,82545.0,82545.0,1.0
3559.0,--,-,1.0,4.0,374362.0,374362.0,1.0
,nigeria,uruguay,433.0,63.0,374362.0,374362.0,0.0
,kcfcc award,hollywood movie of the year,6.0,1.0,331.0,331.0,0.0
,filling/service stn,nite club,99.0,65.0,198900.0,198900.0,0.0
3840.0,"dallas, tx","dallas, tx 75202",16.0,2.0,22000.0,22000.0,1.0
,ireland,guernsey,14.0,5.0,2031.0,2031.0,0.0
648.0,g-28 atty,g-28 attorney,3.0,2.0,374362.0,374362.0,1.0
,footnote_seqid,norway,32.0,1055.0,61626.0,61626.0,0.0
,chilean,danish,1.0,5.0,842.0,842.0,0.0
1057.0,french bull dog,french bulldog,32.0,51.0,82545.0,82545.0,1.0
,thailand,gabon,368.0,368.0,73646.0,73646.0,0.0
,932,204,789.0,3.0,61779.0,61779.0,0.0
,acquisitions_less_disposals_of_valuables,gross_capital_formation,2465.0,14322.0,188939.0,188939.0,0.0
,fire,ghost,12.0,14.0,800.0,800.0,0.0
,arc note,payroll note.,2.0,14.0,2720.0,2720.0,0.0
4313.0,"office and administrative support workers, all other*","office and administrative support workers, all other",4.0,4.0,374362.0,374362.0,1.0
,manufacturing,wholesale_retail_trade_repair_of_motor_vehicles_motorcycles_and_personal_and_household_goods,10604.0,6023.0,223379.0,223379.0,0.0
,ca-sbe wbe,ca-mb ca-sb ca-sbe cdvbe mbe mosb sb sbasdb sdvosb,135.0,1.0,346018.0,346018.0,0.0
,canada,united kingdom,223.0,200.0,8406.0,8406.0,0.0
,american indian or alaska native,black or african american,5.0,58.0,466566.0,466566.0,0.0
,nicaragua,isle of man,1.0,1.0,269.0,269.0,0.0
,cross-regional,asia and pacific,30.0,354.0,1518.0,1518.0,0.0
4534.0,belly dance,belly dance lessons,8.0,2.0,31212.0,31212.0,1.0
,tunisia,saint lucia,2.0,14.0,59228.0,59228.0,0.0
,ko,pts,70940.0,108070.0,387427.0,387427.0,0.0
,"north texas film critics association, us",annie awards,1.0,1.0,331.0,331.0,0.0
,education & learning,outdoors & adventure,13.0,36.0,602.0,602.0,0.0
,mt,nv,1.0,1.0,52.0,52.0,0.0
4461.0,euro,euro,432.0,11818.0,61626.0,61626.0,1.0
,gabon,"china, hong kong sar",46.0,46.0,9234.0,9234.0,0.0
,austria,bolivia (plurinational state of),887.0,167.0,48269.0,48269.0,0.0
,hayw,rich,214570.0,208998.0,9971582.0,9971582.0,0.0
,gresham - a.s.e.r.t.,montavilla,1.0,2480.0,80256.0,80256.0,0.0
,total_value_added,other_activities_isic_j_p,9089.0,9089.0,72485.0,72485.0,0.0
,nh,vt,8330.0,5983.0,240579.0,240579.0,0.0
,lp,cc,17.0,189.0,24957.0,24957.0,0.0
,stolen property,duii,72.0,2060.0,64618.0,64618.0,0.0
,egy,gib,1.0,1.0,2031.0,2031.0,0.0
1060.0,german coolie,german cooly,11.0,9.0,82545.0,82545.0,1.0
,570,642,728.0,1135.0,61779.0,61779.0,0.0
,burundi,jamaica,5.0,606.0,374362.0,374362.0,0.0
,ks,ne,295.0,226.0,21112.0,21112.0,0.0
,turkey,bulgaria,52.0,77.0,150930.0,150930.0,0.0
,catoosa county,clinton county,1.0,2.0,910.0,910.0,0.0
,barbados,azerbaijan,1519.0,1519.0,401016.0,401016.0,0.0
3618.0,irn,irn,1812.0,1.0,463231.0,463231.0,1.0
,00624-2607,00659-0095,1.0,1.0,1351.0,1351.0,0.0
,nd,la,26.0,26.0,11106.0,11106.0,0.0
,switzerland,croatia,19.0,7.0,374362.0,374362.0,0.0
,ssd,brb,9.0,1.0,2772.0,2772.0,0.0
,österreichischer sekt,piedmont,66.0,3729.0,129971.0,129971.0,0.0
3611.0,gha,gha,5.0,2059.0,463231.0,463231.0,1.0
562.0,supervising attorney,supervising attorney,362.0,7.0,374362.0,374362.0,1.0
,colm,24th,1.0,1.0,46.0,46.0,0.0
,mont,orin,103262.0,44312.0,3313625.0,3313625.0,0.0
,angola,panama,425.0,293.0,151623.0,151623.0,0.0
,"corporate, subsidiary, and regional managing offices",nail salons,21.0,6.0,374362.0,374362.0,0.0
,mi,pa,7680.0,7386.0,403984.0,403984.0,0.0
,annual membership (charlotte b-cycle),annual member (houston b-cycle),22.0,296.0,649231.0,649231.0,0.0
,ne,ar,48.0,32.0,2720.0,2720.0,0.0
,53,lithuania,1.0,15517.0,320551.0,320551.0,0.0
,bangladesh,guinea,368.0,368.0,73646.0,73646.0,0.0
,me,nj,9326.0,44095.0,240579.0,240579.0,0.0
,d14,v15,4.0,8.0,1420.0,1420.0,0.0
,libya,uruguay,1.0,7.0,374362.0,374362.0,0.0
,il,al,24093.0,3120.0,359836.0,359836.0,0.0
,bermuda,ghana,8.0,131.0,374362.0,374362.0,0.0
3916.0,"omaha, ne","omaha, ne 68124",2.0,1.0,22000.0,22000.0,1.0
4239.0,red & brown,red/brown,34.0,62.0,82545.0,82545.0,1.0
,00681-3269,00926-6013,1.0,1.0,1351.0,1351.0,0.0
,ky,fl,4.0,15.0,558.0,558.0,0.0
4311.0,"health technologists and technicians, all other*","health technologists and technicians, all other",8.0,10.0,374362.0,374362.0,1.0
4281.0,biscuit/white,biscuit & white,1.0,2.0,82545.0,82545.0,1.0
,620,901,1094.0,1752.0,82958.0,82958.0,0.0
,hayden island,cathedral park,839.0,606.0,80256.0,80256.0,0.0
,72,287,16.0,25.0,10001.0,10001.0,0.0
,sabin,hillside,437.0,33.0,82958.0,82958.0,0.0
,disorderly conduct,fraud,3809.0,2518.0,70964.0,70964.0,0.0
,netherlands,belarus,414.0,234.0,81106.0,81106.0,0.0
918.0,bullmastiff x,bull mastiff x,92.0,52.0,82545.0,82545.0,1.0
,141,830,6.0,2823.0,70964.0,70964.0,0.0
,central_bank_monetary_authorities_domestic_credit,budgetary_central_government_expense,35758.0,3512.0,884244.0,884244.0,0.0
,gross_capital_formation,changes_in_inventories,9188.0,6958.0,80583.0,80583.0,0.0
,cabernet sauvignon-tempranillo,gewürztraminer,15.0,1012.0,129971.0,129971.0,0.0
,forestry_and_logging_02,manufacturing_mining_and_quarrying_and_other_industrial_activities_b_c_d_e,5432.0,6573.0,320551.0,320551.0,0.0
838.0,australian terrier cross,australian terrier cross,25.0,1.0,82545.0,82545.0,1.0
,iraq/kurds-kurdistan,lebanon/syria,2.0,2.0,1518.0,1518.0,0.0
1382.0,staghound,stag hound,5.0,4.0,82545.0,82545.0,1.0
,buckman-east,pleasant valley,609.0,399.0,61281.0,61281.0,0.0
,gef medium sized program,special financing,149.0,1328.0,151623.0,151623.0,0.0
,awareness campaigns,sector studies,688.0,2770.0,151623.0,151623.0,0.0
,public assmbly other,clinics-medic/dental,196.0,581.0,198900.0,198900.0,0.0
,830,40,3332.0,7.0,61779.0,61779.0,0.0
,taxes less subsidies on imports.,at producers' prices.,1.0,29.0,68023.0,68023.0,0.0
,reed,far southwest,353.0,143.0,82958.0,82958.0,0.0
,"23,24","5,52",14.0,3.0,225363.0,225363.0,0.0
,911,4,1076.0,3.0,73590.0,73590.0,0.0
,asian,american indian or alaska native,3.0,1.0,466566.0,466566.0,0.0
,ko,pk,1.0,3.0,161.0,161.0,0.0
,lebanon,south africa;united kingdom,1.0,1.0,2031.0,2031.0,0.0
,wa,fl,80.0,48.0,2720.0,2720.0,0.0
,sierra leone,kiribati,405.0,412.0,81106.0,81106.0,0.0
,24th,colm,1.0,1.0,46.0,46.0,0.0
,mw2165.codfw.wmnet,roxen/5.4.98-r2,4.0,2.0,1781.0,1781.0,0.0
,doctorate,bachelor's,12243.0,87686.0,374362.0,374362.0,0.0
,"sfx awards, uk",venice film festival,1.0,2.0,331.0,331.0,0.0
724.0,of counsel,of counsel,888.0,8.0,374362.0,374362.0,1.0
,layer 1 up,end,72.0,380.0,462.0,462.0,0.0
,drugs,duii,4200.0,2415.0,73590.0,73590.0,0.0
3913.0,healthcare services staffing/employment agencies computer/it services,healthcare servicesstaffing/employment agenciescomputer/it services,1.0,2.0,22000.0,22000.0,1.0
,sound studio,animal sale or care,28.0,60.0,198900.0,198900.0,0.0
578.0,attorney of file,attorney of file,13.0,10.0,374362.0,374362.0,1.0
1273.0,portugese water dog,portuguese water dog,4.0,5.0,82545.0,82545.0,1.0
,00823-7795,09021-0006,1.0,1.0,1973.0,1973.0,0.0
,guyana,new zealand,5.0,22.0,374362.0,374362.0,0.0
1475.0,aberdeen,aberdeenshire,3.0,187.0,50000.0,50000.0,1.0
,sign,roofing materials,6.0,1.0,198900.0,198900.0,0.0
,vu,co,2.0,144.0,2483304.0,2483304.0,0.0
,bachelor's,doctorate,43652.0,946.0,374362.0,374362.0,0.0
,ca,au,3736.0,1880.0,108129.0,108129.0,0.0
,md,ny,7.0,16.0,558.0,558.0,0.0
,"virgin islands, british",iraq,1.0,579.0,151623.0,151623.0,0.0
,ground,normal,32.0,98.0,800.0,800.0,0.0
,711,gl3,1432.0,1.0,61281.0,61281.0,0.0
,pdx,652,4.0,816.0,63279.0,63279.0,0.0
,il,seattle,64.0,16.0,2720.0,2720.0,0.0
,oh,nv,80.0,32.0,2720.0,2720.0,0.0
,grass,steel,25.0,22.0,800.0,800.0,0.0
,nigeria,san marino,203.0,49.0,68023.0,68023.0,0.0
,cable,fiber,135630.0,16311.0,943111.0,943111.0,0.0
,united arab emirates,slovenia,1.0,3.0,4572.0,4572.0,0.0
,seedstars,mlabeastafrica,3248.0,234.0,24933.0,24933.0,0.0
,household_consumption_expenditure_including_non_profit_institutions_serving_households,gross_fixed_capital_formation_including_acquisitions_less_disposals_of_valuables,9188.0,9188.0,81106.0,81106.0,0.0
,fl,ks,85977.0,16695.0,768922.0,768922.0,0.0
,mauritius,gibraltar,1519.0,1519.0,401016.0,401016.0,0.0
,logistics jobs,law jobs,1885.0,1535.0,50000.0,50000.0,0.0
,phil,cast,194059.0,149176.0,9971582.0,9971582.0,0.0
,prevalence,"adjusted by age, sex, race and ethnicity",52.0,520.0,403984.0,403984.0,0.0
,portuguese,delicatessen,181.0,6203.0,399918.0,399918.0,0.0
,inner richmond,marina,4458.0,8244.0,198900.0,198900.0,0.0
,wa,ga,37329.0,46147.0,768922.0,768922.0,0.0
3852.0,telecommunications services advertising and pr services business services - other,telecommunications servicesadvertising and pr servicesbusiness services - other,11.0,4.0,22000.0,22000.0,1.0
,sex offenses,disorderly conduct,369.0,4046.0,61779.0,61779.0,0.0
,"9,29,60","8,9",19.0,17.0,225363.0,225363.0,0.0
,soprano,mandolin,72563.0,146.0,806179.0,806179.0,0.0
1258.0,poodle (standard),poodle standard,162.0,48.0,82545.0,82545.0,1.0
,flusher,street cleaning-residential,1.0,38001.0,564403.0,564403.0,0.0
,portsmouth,sullivans gulch,996.0,528.0,64618.0,64618.0,0.0
,crestwood,university park,24.0,376.0,61779.0,61779.0,0.0
,7,finland,9.0,3302.0,100048.0,100048.0,0.0
3638.0,collins,collings,124.0,10.0,34857.0,34857.0,1.0
3968.0,hotels and lodging restaurant/food services other/not classified,hotels and lodgingrestaurant/food servicesother/not classified,1.0,1.0,22000.0,22000.0,1.0
,guinea-bissau,slovakia,3.0,149.0,374362.0,374362.0,0.0
,vt,pa,1.0,1.0,52.0,52.0,0.0
,e_tcash2,pctoth,52.0,1.0,11106.0,11106.0,0.0
,sierra leone,charlotte ama,1.0,6.0,1973.0,1973.0,0.0
,e_hor,219,1.0,52.0,11106.0,11106.0,0.0
,com-2,residence,3.0,1.0,198900.0,198900.0,0.0
,curaçao,malta,99.0,414.0,81106.0,81106.0,0.0
,temple,tourist hotel/motel,2.0,1665.0,198900.0,198900.0,0.0
4130.0,black/cream,cream/black,23.0,21.0,82545.0,82545.0,1.0
492.0,"sr. associate, attorney at law","senior associate, attorney at law",43.0,28.0,374362.0,374362.0,1.0
,22,141,1.0,7.0,80256.0,80256.0,0.0
680.0,law clerk,law crerk,6.0,1.0,374362.0,374362.0,1.0
,youth volunteer's union,startup murabaha,378.0,31.0,779092.0,779092.0,0.0
,malaysia,italy,995.0,1847.0,374362.0,374362.0,0.0
,qatar,suriname,46.0,46.0,9234.0,9234.0,0.0
,ks,ar,16.0,32.0,2720.0,2720.0,0.0
,nbrk,embr,1.0,1.0,46.0,46.0,0.0
3902.0,"eden prairie, mn","eden prairie, mn 55344",2.0,1.0,22000.0,22000.0,1.0
3780.0,halkidiki,chalkidiki,20.0,3.0,150930.0,150930.0,1.0
,ms,nd,16.0,32.0,2720.0,2720.0,0.0
811.0,anatolian shephard dog,anatolian shepherd dog,1.0,2.0,82545.0,82545.0,1.0
,sp.dyn.amrt.fe,ic.frm.isoc.zs,56.0,6.0,373.0,373.0,0.0
,ca-mb ca-sb ca-sbe wbe wosb,ca-sb sb wbe,5.0,316.0,346018.0,346018.0,0.0
,cy.de,cn,2.0,463.0,24957.0,24957.0,0.0
3575.0,geo,geo,5.0,3939.0,463231.0,463231.0,1.0
,hazelwood,sellwd-moreland,3729.0,759.0,64618.0,64618.0,0.0
,consumer electronics,oil & gas equipment & services,2.0,5.0,505.0,505.0,0.0
,sumner,gresham - a.s.e.r.t.,234.0,3.0,61779.0,61779.0,0.0
,phl,blr,142.0,131.0,21477.0,21477.0,0.0
,rfk stadium,soldier field,5.0,5.0,4572.0,4572.0,0.0
734.0,owner / partner,owner/partner,3.0,2.0,374362.0,374362.0,1.0
,nl,se,705.0,240.0,108129.0,108129.0,0.0
245.0,vt,vt,42.0,53.0,374362.0,374362.0,1.0
114.0,or,or,334.0,225.0,374362.0,374362.0,1.0
,chilean,english,67.0,249.0,399918.0,399918.0,0.0
,gn,am,526.0,1468.0,151623.0,151623.0,0.0
,exports_of_goods_and_services,gross_capital_formation,9213.0,9188.0,81106.0,81106.0,0.0
,mining_and_quarrying,plus_taxes_on_products,9966.0,4561.0,225363.0,225363.0,0.0
773.0,president/alcc,president/ alcc,4.0,14.0,374362.0,374362.0,1.0
347.0,sd,south dakota,143.0,180.0,374362.0,374362.0,1.0
328.0,new mexico,nm,409.0,319.0,374362.0,374362.0,1.0
,retail reits,"technology, hardware, software and supplies",4.0,1.0,505.0,505.0,0.0
,i-formula,b-multiple,204.0,195.0,571153.0,571153.0,0.0
416.0,al,al,1432.0,845.0,374362.0,374362.0,1.0
,fishing and aquaculture,other service activities,784.0,2882.0,68023.0,68023.0,0.0
,ukr,cmr,1.0,12.0,2772.0,2772.0,0.0
,american wirehair,ocicat,1.0,1.0,29421.0,29421.0,0.0
,che,zaf,5.0,1.0,2031.0,2031.0,0.0
,711,21,1454.0,1.0,59853.0,59853.0,0.0
,w20,901,13.0,1608.0,80256.0,80256.0,0.0
,chn,tha,3875.0,161.0,59228.0,59228.0,0.0
,overall,american indian or alaska native,63215.0,11163.0,403984.0,403984.0,0.0
667.0,immigration consultant,immigration consultant,5.0,9.0,374362.0,374362.0,1.0
,mi,district of columbia,16661.0,24.0,359836.0,359836.0,0.0
456.0,me,me,247.0,148.0,374362.0,374362.0,1.0
,971,882,1694.0,896.0,80256.0,80256.0,0.0
343.0,rhode island,ri,394.0,431.0,374362.0,374362.0,1.0
,wy,new hampshire,1.0,1.0,52.0,52.0,0.0
547.0,attorney of record,attorney of record,129.0,758.0,374362.0,374362.0,1.0
,zm,by,677.0,404.0,151623.0,151623.0,0.0
,image awards,western heritage awards,1.0,2.0,331.0,331.0,0.0
,sweden,swaziland,46.0,46.0,9237.0,9237.0,0.0
699.0,"llm, llmc, paralegal","llm, llmc, paralegal",2.0,5.0,374362.0,374362.0,1.0
,cod,geo,35.0,296.0,15736.0,15736.0,0.0
,senegal,burundi,1132.0,7396.0,165808.0,165808.0,0.0
,sweden,chile,2.0,1.0,20.0,20.0,0.0
,br,ca,613.0,5.0,3122.0,3122.0,0.0
,total economy,"manufacturing, mining and quarrying and other industrial activities (b+c+d+e)",31729.0,6554.0,320551.0,320551.0,0.0
,niger,somalia,660.0,25232.0,165808.0,165808.0,0.0
,sub-saharan africa,latin america & caribbean,48.0,42.0,263.0,263.0,0.0
,w50,680,1.0,1001.0,61779.0,61779.0,0.0
772.0,president/ alcc,president/alcc,14.0,4.0,374362.0,374362.0,1.0
74.0,ky,ky,155.0,72.0,374362.0,374362.0,1.0
,wcrk,civc,70235.0,104383.0,3313625.0,3313625.0,0.0
,uga,pss,1519.0,1519.0,401016.0,401016.0,0.0
,paraguay,liberia,25.0,7.0,374362.0,374362.0,0.0
,"china, macao special administrative region",lebanon,322.0,368.0,72485.0,72485.0,0.0
607.0,coo/ attorney at law,coo/attorney at law,1.0,3.0,374362.0,374362.0,1.0
,argentine-italian,canadian,1.0,13.0,842.0,842.0,0.0
672.0,immigration services coordinator,immigration services coordinator,2.0,1.0,374362.0,374362.0,1.0
,balance_of_payments_exports,other_financial_corporations_other_banking_nonbank_financial_institutions_non_monetary_liabilities,19050.0,6089.0,884244.0,884244.0,0.0
,internet,emergency,165966.0,2148.0,943111.0,943111.0,0.0
,hp1,990,1.0,1334.0,82958.0,82958.0,0.0
,manta,panamá uberx,2853.0,273.0,90287.0,90287.0,0.0
,"4,2","4,3",6.0,12.0,258.0,258.0,0.0
,"4,7","5,2",17.0,9.0,258.0,258.0,0.0
,"state mandates, commission on","industrial relations, department of",126.0,6950.0,346018.0,346018.0,0.0
,ageadjrate,mean,31311.0,10550.0,403984.0,403984.0,0.0
,west virginia,ar,1.0,1.0,52.0,52.0,0.0
,wi,nv,26.0,26.0,11106.0,11106.0,0.0
,e_d122,e_d319,52.0,52.0,11106.0,11106.0,0.0
,gold remi award,satellite award,1.0,3.0,331.0,331.0,0.0
,no,ln,2.0,354.0,198900.0,198900.0,0.0
,sc,ia,294.0,389.0,21112.0,21112.0,0.0
,income_interestanddividends,beneficiaries_other,1.0,1.0,280.0,280.0,0.0
,malaysia,japan,1.0,1.0,269.0,269.0,0.0
,new zealand,state of palestine,4814.0,1048.0,320551.0,320551.0,0.0
,financial and insurance activities,equals: gross domestic product,2746.0,3456.0,61626.0,61626.0,0.0
398.0,or,or,2723.0,1630.0,374362.0,374362.0,1.0
,va,nj,7386.0,7779.0,403984.0,403984.0,0.0
,intermission-short,intermission,51.0,11278.0,82793.0,82793.0,0.0
,96950-2452,00802-3602,1.0,1.0,1973.0,1973.0,0.0
,fishing_and_aquaculture,mining_and_quarrying,857.0,1202.0,61626.0,61626.0,0.0
1251.0,pomeranian cross,pomeranian cross,6.0,24.0,82545.0,82545.0,1.0
,pga hall of fame - motion pictures,bafta games award,1.0,1.0,331.0,331.0,0.0
,carthage,prescott,6.0,1.0,24591.0,24591.0,0.0
3824.0,"basking ridge, nj","basking ridge, nj 07920",1.0,1.0,22000.0,22000.0,1.0
,south san francisco,north chicago,19.0,1.0,16330.0,16330.0,0.0
,or,south carolina,571.0,761.0,48722.0,48722.0,0.0
,playford,city of prospect,16652.0,828.0,82545.0,82545.0,0.0
,parkrose,madison south,1079.0,797.0,64618.0,64618.0,0.0
,pleasant valley,sellwd-moreland,502.0,904.0,80256.0,80256.0,0.0
,guyana,hong kong,55.0,577.0,374362.0,374362.0,0.0
704.0,managing attorney,managing attorney,241.0,22.0,374362.0,374362.0,1.0
,287,72,25.0,16.0,10001.0,10001.0,0.0
,follow,comment created,1407.0,1611.0,72312.0,72312.0,0.0
,natural medicines,cereals,814.0,7898.0,671205.0,671205.0,0.0
,cat (non std),dog (standard),237.0,1192.0,158026.0,158026.0,0.0
,cuw,omn,1519.0,1519.0,401016.0,401016.0,0.0
,"1,14",5,1.0,378.0,100048.0,100048.0,0.0
,grenada,trinidad and tobago,368.0,368.0,73646.0,73646.0,0.0
,public_limited,members,1989.0,14.0,16330.0,16330.0,0.0
,mi,rhode island,328.0,49.0,10621.0,10621.0,0.0
,exotic shorthair,british shorthair,3.0,8.0,29421.0,29421.0,0.0
,tanzania - mainland,thailand,49.0,1139.0,100048.0,100048.0,0.0
,soviet union,cameroon,18.0,11.0,4572.0,4572.0,0.0
,ecu,vgb,15.0,632.0,59228.0,59228.0,0.0
,middle income,not classified,1519.0,1519.0,401016.0,401016.0,0.0
,r6ch,x16,33.0,5.0,2117.0,2117.0,0.0
,sai,weh,1.0,1.0,842.0,842.0,0.0
,eg,so,3.0,2.0,161.0,161.0,0.0
,commhstliab,ageadjprev,106.0,128577.0,403984.0,403984.0,0.0
,crdrate,lclcntrlalc,31311.0,109.0,403984.0,403984.0,0.0
,vienna,ljubljana,3724.0,501.0,125527.0,125527.0,0.0
,049b,052j,4.0,4.0,198900.0,198900.0,0.0
,day care home 7 - 12,printing plant,4.0,69.0,198900.0,198900.0,0.0
,comped,d213,4.0,52.0,11106.0,11106.0,0.0
,ninh binh women's union,agroforestry: plantation establishment,90.0,6.0,779092.0,779092.0,0.0
,france,italy,2.0,1.0,20.0,20.0,0.0
,bra,dza,27.0,1.0,2772.0,2772.0,0.0
,gambling,trespass,2.0,3098.0,64618.0,64618.0,0.0
,tunisia,botswana,368.0,368.0,73646.0,73646.0,0.0
,transport,housing,4615.0,414.0,100048.0,100048.0,0.0
,méxico df uberxl,león uberx,84.0,18.0,90287.0,90287.0,0.0
,apache/2.2.20 (unix),dosarrest,1.0,3.0,1781.0,1781.0,0.0
4353.0,convention hall ballroom,convention hall,1.0,9.0,21607.0,21607.0,1.0
,far southwest,reed,71.0,183.0,59853.0,59853.0,0.0
,yard trimmings,litter p/u,54637.0,71.0,564403.0,564403.0,0.0
,child care,residential hotel,25.0,1002.0,198900.0,198900.0,0.0
,"equals: value added, gross, in basic prices",mining and quarrying,12453.0,9928.0,225363.0,225363.0,0.0
,bahamas,guinea,21.0,1.0,374362.0,374362.0,0.0
,641,730,768.0,1155.0,61281.0,61281.0,0.0
,american indian or alaska native,asian,1.0,3.0,466566.0,466566.0,0.0
,hungarian grand prix,dutch grand prix,33.0,30.0,997.0,997.0,0.0
722.0,neil a. weinrib & associates  paralegal,"neil a, weinrib & associates paralegal",2.0,1.0,374362.0,374362.0,1.0
