,w1,w2,ground_truth,prediction
3008,italy,palau,0.0,0.0
3009,romania,israel,0.0,0.0
3010,less_imports_of_goods_and_services,final_consumption_expenditure,0.0,0.0
3011,9,south sudan,0.0,0.0
3012,610,922,0.0,0.0
3013,natrona county,erie county,0.0,0.0
3014,dog,livestock,0.0,0.0
3015,multiss,prin,0.0,0.0
3016,520,362,0.0,0.0
3017,vandalism,kidnap,0.0,0.0
3018,cathedral park,goose hollow,0.0,0.0
3019,c101,2nd floor,0.0,0.0
3020,serbia,united kingdom,0.0,0.0
3021,nv,al,0.0,0.0
3022,ca,california,1.0,1.0
3023,medical equipment and accessories and supplies,industrial production and manufacturing services,0.0,0.0
3024,maine,me,1.0,0.0
3025,w31,830,0.0,0.0
3026,jewish/kosher,thai,0.0,0.0
3027,tan & brown,brown/tan,1.0,1.0
3028,france,brazil,0.0,0.0
3029,honduras,greece,0.0,0.0
3030,children's and infants' clothing stores,clothing accessories stores,0.0,0.0
3031,energy and utilities; engineering services,energy and utilities engineering services,1.0,1.0
3032,transportation and warehousing,other scientific and technical consulting services,0.0,0.0
3033,niger,barbados,0.0,0.0
3034,bfa,bfa,1.0,1.0
3035,black/red,red/black,1.0,1.0
3036,senior associate,senior associate,1.0,1.0
3037,ia,nv,0.0,0.0
3038,euro,euro,1.0,1.0
3039,cod,guy,0.0,0.0
3040,italy,dominican republic,0.0,0.0
3041,nevada,nv,1.0,0.0
3042,lao people's democratic republic,benin,0.0,0.0
3043,pennsylvania,vermont,0.0,0.0
3044,ky,pa,0.0,0.0
3045,ncon,sfia,0.0,0.0
3046,public_administration_and_defence_compulsory_social_security,construction,0.0,0.0
3047,utilities,energy,0.0,0.0
3048,pk,vn,0.0,0.0
3049,sbrn,cast,0.0,0.0
3050,chicago,"chicago, il",1.0,1.0
3051,zoomoo,electric 6-string bass guitar,0.0,0.0
3052,kansas,district of columbia,0.0,0.0
3053,rhode island,kansas,0.0,0.0
3054,plus_taxes_less_subsidies_on_products,wholesale_and_retail_trade_repair_of_motor_vehicles_and_motorcycles,0.0,0.0
3055,bra,bra,1.0,1.0
3056,repre,impmod,0.0,0.0
3057,cross breed (unknown),cross breed unknown,1.0,1.0
3058,montenegro,ukraine,0.0,0.0
3059,z13,x16a,0.0,0.0
3060,associate,associate,1.0,1.0
3061,equals_saving_gross,plus_sum_of_compensation_of_employees_and_property_income_from_the_rest_of_the_world,0.0,0.0
3062,the netherlands,united kingdom,0.0,0.0
3063,pq,br,0.0,0.0
3064,m.j,mj,1.0,0.0
3065,electricity_gas_and_water_supply_e,construction_f,0.0,0.0
3066,online,mailedin,0.0,0.0
3067,power generation and distribution machinery and accessories,management and business professionals and administrative services,0.0,0.0
3068,hollywood,markham,0.0,0.0
3069,british grand prix,caesars palace grand prix,0.0,0.0
3070,elevator maintenance,contracting for students,0.0,0.0
3071,inx,mdv,0.0,0.0
3072,deln,shay,0.0,0.0
3073,flying,ground,0.0,0.0
3074,soft coated wheaton terrier,soft coat wheaten terrier,1.0,1.0
3075,sweeper dumpsites,out of cycle brush,0.0,0.0
3076,vi,aa,0.0,0.0
3077,metropolitan opera house (39th street),metropolitan opera house (at lincoln center),1.0,1.0
3078,embezzlement,motor vehicle theft,0.0,0.0
3079,phge52fl,htge61fl,0.0,0.0
3080,"great hall, city college of new york",great hall - city college,1.0,1.0
3081,ic.frm.isoc.zs,ic.frm.bnks.zs,0.0,0.0
3082,560,hp1,0.0,0.0
3083,turkey,bosnia and herzegovina,0.0,0.0
3084,sp.dyn.conu.zs,sp.dyn.conu.zs,1.0,1.0
3085,r1z2,r2x3,0.0,0.0
3086,director,director,1.0,1.0
3087,afghanistan,british virgin islands,0.0,0.0
3088,wyoming,wy,1.0,1.0
3089,1999 nlg euro / euro,1999 nlg euro / euro,1.0,1.0
3090,phil,mcar,0.0,0.0
3091,wy,ga,0.0,0.0
3092,payroll note.,excel sheet,0.0,0.0
3093,greece,france,0.0,0.0
3094,sum_of_compensation_of_employees_and_property_income_from_and_to_the_rest_of_the_world_net,equals_gross_national_income,0.0,0.0
3095,931,10,0.0,0.0
3096,kansas,ks,1.0,0.0
3097,67,62,0.0,0.0
3098,18,9,0.0,0.0
3099,environmental studies,hardware/software services,0.0,0.0
3100,me,gh,0.0,0.0
3101,auditorium parco della musica - santa cecilia hall,auditorium parco della musica,1.0,1.0
3102,"core welfare indicator questionnaire survey (cwiq), 2012","integrated household survey (ihs), 2011",0.0,0.0
3103,sdn,mex,0.0,0.0
3104,rome,zurich,0.0,0.0
3105,oklahoma,ok,1.0,1.0
3106,malaysia,burkina faso,0.0,0.0
3107,ca,nj,0.0,0.0
3108,baked goods and cereal and chocolate products machine operators,electronics and communications engineering technicians,0.0,0.0
3109,bongohive,seedstars,0.0,0.0
3110,transport_storage_and_communication_isic_i,wholesale_retail_trade_restaurants_and_hotels_isic_g_h,0.0,0.0
3111,córdoba auto de lujo,manta,0.0,0.0
3112,black & silver,black/silver,1.0,1.0
3113,fmcg jobs,graduate training internships jobs,0.0,0.0
3114,maremma sheep dog,maremma sheepdog,1.0,1.0
3115,ken,bhr,0.0,0.0
3116,cvd1_4,alc1_2,0.0,0.0
3117,"6,62,124","1,82",0.0,0.0
3118,irl,per,0.0,0.0
3119,illinois,oregon,0.0,0.0
3120,y09,x16,0.0,0.0
3121,champagne & white,white/champagne,1.0,1.0
3122,brad,bradly,1.0,1.0
3123,151,641,0.0,0.0
3124,gresham - powell valley,woodlawn,0.0,0.0
3125,t014qe,d313,0.0,0.0
3126,dominican republic,united states,0.0,0.0
3127,wholesale,florist,0.0,0.0
3128,str,fmo,0.0,0.0
3129,982,610,0.0,0.0
3130,theater,auto repairs,0.0,0.0
3131,west virginia,indiana,0.0,0.0
3132,co,colorado,1.0,1.0
3133,vermont,virginia,0.0,0.0
3134,activespaces,alphacode_club,0.0,0.0
3135,lilangeni,lilangeni,1.0,1.0
3136,serbia,suriname,0.0,0.0
3137,bg,sd,0.0,0.0
3138,ggy,vgb;imn,0.0,0.0
3139,attorney mountain states employers council,"attorney, mountain states employers council",1.0,1.0
3140,"mitchell, silberberg & knupp llp",mitchell silberberg & knupp llp,1.0,1.0
3141,q28lovekotlin,q20candprestigedegree,0.0,0.0
3142,hldint,notstd,0.0,0.0
3143,z14,y14,0.0,0.0
3144,golden globe,hollywood movie of the year,0.0,0.0
3145,fighting,dragon,0.0,0.0
3146,7,papua new guinea,0.0,0.0
3147,annual (omaha b-cycle),annual membership (charlotte b-cycle),0.0,0.0
3148,forestry_and_logging,professional_scientific_technical_administrative_and_support_service_activities,0.0,0.0
3149,san juans,san juan,1.0,1.0
3150,bahrain,armenia,0.0,0.0
3151,cad,gbp,0.0,0.0
3152,explorer ($8 plus tax),annual,0.0,0.0
3153,wfrs,"nvss, mortality",0.0,0.0
3154,austria,ghana,0.0,0.0
3155,lambrusco reggiano,vittoria,0.0,0.0
3156,922,152,0.0,0.0
3157,dachshund (miniature),dachshund - miniature,1.0,1.0
3158,phone repair,film,0.0,0.0
3159,language,languages,1.0,1.0
3160,dq,pts,0.0,0.0
3161,japan,spain,0.0,0.0
3162,gross_domestic_product_gdp,gross_capital_formation,0.0,0.0
3163,arizona,az,1.0,0.0
3164,other economic sector,retail,0.0,0.0
3165,chronic obstructive pulmonary disease,"nutrition, physical activity, and weight status",0.0,0.0
3166,dallas,bari,0.0,0.0
3167,--,-,1.0,0.0
3168,maine,florida,0.0,0.0
3169,hnl,eur,0.0,0.0
3170,pataca,pataca,1.0,1.0
3171,"tahoe conservancy, california","teacher credentialing, commission on",0.0,0.0
3172,tn,tennessee,1.0,0.0
3173,1999 nlg euro / euro,1999 nlg euro / euro,1.0,1.0
3174,education & learning,dancing,0.0,0.0
3175,eth,per,0.0,0.0
3176,hartford,new york city,0.0,0.0
3177,nd,tx,0.0,0.0
3178,"beaverton, or 97006","beaverton, or",1.0,1.0
3179,sc,south carolina,1.0,0.0
3180,ovc,mth,0.0,0.0
3181,trans fat / second compliance inspection,trans fat / compliance inspection,0.0,0.0
3182,thailand,13,0.0,0.0
3183,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent,0.0,1.0
3184,ma,mo,0.0,0.0
3185,tambura,trombone choir,0.0,0.0
3186,oakl,glen,0.0,0.0
3187,west chicago,south san francisco,0.0,0.0
3188,mexican grand prix,brazilian grand prix,0.0,0.0
3189,cym,brb,0.0,0.0
3190,ny,pa,0.0,0.0
3191,education (p),public administration and defence; compulsory social security (o),0.0,0.0
3192,maine,utah,0.0,0.0
3193,shay,conc,0.0,0.0
3194,2,denmark,0.0,0.0
3195,ar,arkansas,1.0,1.0
3196,customer service jobs,catering jobs,0.0,0.0
3197,ucty,mont,0.0,0.0
3198,senior partner,sr. staff attorney,1.0,0.0
3199,cameroon,gabon,0.0,0.0
3200,00604-0322,00783-1751,0.0,0.0
3201,do,in,0.0,0.0
3202,"1,3","14,34",0.0,0.0
3203,idaho,id,1.0,0.0
3204,week,wk,1.0,0.0
3205,apricot,apricot,1.0,1.0
3206,minnesota,florida,0.0,0.0
3207,attorney &general counsel,attorney & general counsel,1.0,1.0
3208,rubit,skc,0.0,0.0
3209,00970-3382,00730-4881,0.0,0.0
3210,or,nm,0.0,0.0
3211,cream & brown,cream/brown,1.0,1.0
3212,r1y3,r1w4,0.0,0.0
3213,cyp,fin,0.0,0.0
3214,i02,o03,0.0,0.0
3215,club,residential hotel,0.0,0.0
3216,annual member,annual (boulder b-cycle),0.0,0.0
3217,cap storm,cap bulk,0.0,0.0
3218,end,prep,0.0,0.0
3219,tanzanian shilling,tanzania shilling,1.0,1.0
3220,r6ch,r2y4,0.0,0.0
3221,ukraine,togo,0.0,0.0
3222,sweden,faroe islands,0.0,0.0
3223,931,570,0.0,0.0
3224,zambia,ecuador,0.0,0.0
3225,new construction wood frame,grade or quarry or fill or excavate,0.0,0.0
3226,imports of goods,imports of services,0.0,0.0
3227,walking,sitting,0.0,0.0
3228,24-hour membership (austin b-cycle),acl weekend pass special (austin b-cycle),0.0,0.0
3229,e_disc,hldfgs,0.0,0.0
3230,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0.0,0.0
3231,suzuka,madrid,0.0,0.0
3232,saudi arabia,tanzania,0.0,0.0
3233,arkansas,ar,1.0,1.0
3234,00960-1335,00909-1820,0.0,0.0
3235,prev,agesexraceadjrate,0.0,0.0
3236,tennessee,new hampshire,0.0,0.0
3237,education,equals_household_final_consumption_expenditure_in_domestic_market,0.0,0.0
3238,belgium,denmark,0.0,0.0
3239,dr,wk,0.0,0.0
3240,forgery,"assault, simple",0.0,0.0
3241,other_service_activities,equals_value_added_gross_at_basic_prices,0.0,0.0
3242,cod,kgz,0.0,0.0
3243,11,saudi arabia,0.0,0.0
3244,factory jobs,estate agent jobs,0.0,0.0
3245,languages,language,1.0,1.0
3246,tunisia,belarus,0.0,0.0
3247,transportation,geospatial,0.0,0.0
3248,mozambique,nigeria,0.0,0.0
3249,seo-social-media-marketing-academy,swugnyc,0.0,0.0
3250,vermont,alabama,0.0,0.0
3251,disability,reproductive health,0.0,0.0
3252,"crop and animal production, hunting and related service activities",construction,0.0,0.0
3253,vt,sc,0.0,0.0
3254,kentucky,virginia,0.0,0.0
3255,massachusetts,ma,1.0,1.0
3256,general government final consumption expenditure,household consumption expenditure (including non-profit institutions serving households),0.0,0.0
3257,geospatial,transportation,0.0,0.0
3258,"1,9",3,0.0,0.0
3259,mus,gbr,0.0,0.0
3260,defense and law enforcement and security and safety equipment and supplies,electronic components and supplies,0.0,0.0
3261,weapons,prostitution,0.0,0.0
3262,nm,ne,0.0,0.0
3263,home purchase,refinancing,0.0,0.0
3264,"42,43","21,22",0.0,0.0
3265,literature/specimen,still image,0.0,0.0
3266,not assigned,data processing services,0.0,0.0
3267,bellydance-dance-belly-dancing,belly-dance,1.0,1.0
3268,i-family,b-systematic,0.0,0.0
3269,immigration consultant,immigration consultant,1.0,1.0
3270,recycling,special project bu,0.0,0.0
3271,founding artistic director,founding artisitc director,1.0,1.0
3272,seacliff,haight ashbury,0.0,0.0
3273,"pasricha & patel, llc","partner, pryor cashman llp",1.0,0.0
3274,e_d315,e_im,0.0,0.0
3275,sable/black,black/sable,1.0,1.0
3276,white & apricot,white/apricot,1.0,1.0
3277,pleasant valley,arlington hghts,0.0,0.0
3278,28,"4,11",0.0,0.0
3279,daly,mcar,0.0,0.0
3280,majestic theater,majestic theatre,1.0,1.0
3281,20,120,0.0,1.0
3282,croatia/yugoslavia (former),sierra leone,0.0,0.0
3283,new jersey,georgia,0.0,0.0
3284,"expenditure survey/budget survey (es/bs), 2006","expenditure survey/budget survey (es/bs), 2014",0.0,0.0
3285,wholesale_and_retail_trade_repair_of_motor_vehicles_and_motorcycles,plus_taxes_less_subsidies_on_products,0.0,0.0
3286,x16a,z13,0.0,0.0
3287,46,"10,28",0.0,0.0
3288,printing and photographic and audio and visual equipment and supplies,industrial manufacturing and processing machinery and accessories,0.0,0.0
3289,international stadium yokohama,stade municipal,0.0,0.0
3290,agriculture,barber shop,0.0,0.0
3291,saudi arabia,serbia and montenegro,0.0,0.0
3292,mw,so,0.0,0.0
3293,weekender,24-hour kiosk (austin b-cycle),0.0,0.0
3294,luxembourg,monaco,0.0,0.0
3295,"milpitas, ca 95035","milpitas, ca 95134",1.0,1.0
3296,sc,vt,0.0,0.0
3297,q23framenetcore,q29framelovepadrino,0.0,0.0
3298,t404qe,t24,0.0,0.0
3299,00801-1677,96799-1510,0.0,0.0
3300,"15,25",9,0.0,0.0
3301,catalonia,côtes de bordeaux francs,0.0,0.0
3302,lithuania,uzbekistan,0.0,0.0
3303,r1x2,r3z1,0.0,0.0
3304,cabo verde,tuvalu,0.0,0.0
3305,ar,la,0.0,0.0
3306,"3,183",87,0.0,0.0
3307,appeal,incomplete,0.0,0.0
3308,connecticut,ohio,0.0,0.0
3309,poodle (standard) x,poodle standard x,1.0,1.0
3310,kihei,tennessee ridge,0.0,0.0
3311,turkey,egypt,0.0,0.0
3312,agent,agent,1.0,1.0
3313,kansas,ks,1.0,0.0
3314,office manager,office manager,1.0,1.0
3315,x01,y11a,0.0,0.0
3316,kenton,central beaverton,0.0,0.0
3317,memorial auditorium,memorial hall,1.0,1.0
3318,lp,5e,0.0,0.0
3319,wicker-park-bucktown-toastmasters-meetup,stock-investors-wyckoff-educational-meetup,0.0,0.0
3320,ok,id,0.0,0.0
3321,north dakota,seattle,0.0,0.0
3322,public administration and defence; compulsory social security (o),education (p),0.0,0.0
3323,com-2,lower unit,0.0,0.0
3324,intact female kitten,unknown cat,0.0,0.0
3325,q21corecompperfopt,q23framespring,0.0,0.0
3326,tanzania,senegal,0.0,0.0
3327,aacta international awards,fantasporto,0.0,0.0
3328,old,art,0.0,0.0
3329,san marino,spain,0.0,0.0
3330,jordan,benin,0.0,0.0
3331,indonesia,equatorial guinea,0.0,0.0
3332,kashh,zeph,0.0,0.0
3333,viola da gamba,saxophone quartet,0.0,0.0
3334,31,35,0.0,0.0
3335,tanzania,saudi arabia,0.0,0.0
3336,sek,usd,0.0,0.0
3337,well being,wellness,1.0,0.0
3338,mississippi,illinois,0.0,0.0
3339,motor vehicle theft,embezzlement,0.0,0.0
3340,21,zambia,0.0,0.0
3341,less: financial intermediation services indirectly measured (fisim),"manufacturing, mining and quarrying and other industrial activities",0.0,0.0
3342,oman,sweden,0.0,0.0
3343,play-off for third place,group 5,0.0,0.0
3344,seychelles,union of soviet socialist republics [former],0.0,0.0
3345,stag hound,staghound,1.0,1.0
3346,"4,5",5,0.0,0.0
3347,netherlands,ghana,0.0,0.0
3348,brda,thessalikos,0.0,0.0
3349,united arab emirates,romania,0.0,0.0
3350,spayed female kitten,unknown kitten,0.0,0.0
3351,tualatin - tu2,ashcreek,0.0,0.0
3352,attorney and counselor,attorney and principal,1.0,1.0
3353,medical clinic,musical performance,0.0,0.0
3354,missouri,louisiana,0.0,0.0
3355,croatia,china,0.0,0.0
3356,sierra leone,cameroon,0.0,0.0
3357,markham,hollywood,0.0,0.0
3358,accounting and auditing services business services - other financial services,accounting and auditing servicesbusiness services - otherfinancial services,1.0,1.0
3359,rwanda,tanzania - mainland,0.0,0.0
3360,energy,utilities,0.0,0.0
3361,policy and strategy,training services,0.0,0.0
3362,25,w60,0.0,0.0
3363,1a-4,commercial,0.0,0.0
3364,14,22,0.0,0.0
3365,professional_scientific_technical_administrative_and_support_service_activities_m_n,wholesale_and_retail_trade_transportation_and_storage_accommodation_and_food_service_activities_g_h_i,0.0,0.0
3366,washington,wa,1.0,1.0
3367,961,300,0.0,0.0
3368,vgb;kaz,bmu;can,0.0,0.0
3369,jose zorrilla,orjans vall,0.0,0.0
3370,philippines,guinea-bissau,0.0,0.0
3371,810,pa,0.0,0.0
3372,sr. staff attorney,senior partner,1.0,0.0
3373,bhs;jey,bmu;irl,0.0,0.0
3374,honduras,luxembourg,0.0,0.0
3375,q14goodreflecabilities,q26framelearnexpressjs,0.0,0.0
3376,idaho,id,1.0,0.0
3377,master service agreement,other,0.0,0.0
3378,estonian kroon,estonian kroon,1.0,1.0
3379,arts,clothing,0.0,0.0
3380,00714-0000,00681-8139,0.0,0.0
3381,y10,x10,0.0,0.0
3382,malta,egypt,0.0,0.0
3383,group h,group d,0.0,0.0
3384,industrial_waste,natural_gas_liquids,0.0,0.0
